"","product_category","star_rating","word.stem","frequency"
"307","Camera",1,"camkix",2
"308","Camera",1,"camp",150
"309","Camera",1,"canari",80
"310","Camera",1,"candid",48
"311","Camera",1,"cannon",1184
"312","Camera",1,"canon",22388
"313","Camera",1,"cap",2957
"314","Camera",1,"capabl",1353
"315","Camera",1,"capac",875
"316","Camera",1,"captur",1931
"317","Camera",1,"car",1855
"318","Camera",1,"carabin",26
"319","Camera",1,"carbon",179
"320","Camera",1,"card",13469
"321","Camera",1,"care",4989
"322","Camera",1,"carl",5
"323","Camera",1,"carri",2696
"324","Camera",1,"cartridg",28
"325","Camera",1,"case",422
"326","Camera",1,"cash",275
"327","Camera",1,"casio",654
"328","Camera",1,"cassett",76
"329","Camera",1,"cast",320
"330","Camera",1,"casual",178
"331","Camera",1,"cat",318
"332","Camera",1,"catch",632
"333","Camera",1,"categori",90
"334","Camera",1,"caught",415
"335","Camera",1,"caus",1810
"336","Camera",1,"caution",111
"337","Camera",1,"caveat",107
"338","Camera",1,"ccd",259
"339","Camera",1,"cd",1223
"340","Camera",1,"cds",8
"341","Camera",1,"ceil",226
"342","Camera",1,"ceiva",107
"343","Camera",1,"celestron",673
"344","Camera",1,"cell",1200
"345","Camera",1,"cellphon",26
"346","Camera",1,"cent",66
"347","Camera",1,"center",2627
"348","Camera",1,"cf",200
"349","Camera",1,"chain",61
"350","Camera",1,"challeng",247
"351","Camera",1,"chanc",2149
"352","Camera",1,"chang",5710
"353","Camera",1,"channel",750
"354","Camera",1,"charg",26126
"355","Camera",1,"charger",13234
"356","Camera",1,"charm",151
"357","Camera",1,"cheap",12547
"358","Camera",1,"cheaper",1782
"359","Camera",1,"cheapest",404
"360","Camera",1,"cheapli",1819
"361","Camera",1,"check",5154
"362","Camera",1,"chest",219
"363","Camera",1,"child",776
"364","Camera",1,"children",528
"365","Camera",1,"china",2170
"366","Camera",1,"chines",1528
"367","Camera",1,"chip",725
"368","Camera",1,"choic",1233
"369","Camera",1,"choos",910
"370","Camera",1,"chose",617
"371","Camera",1,"christma",3794
"372","Camera",1,"chromat",99
"373","Camera",1,"chrome",285
"374","Camera",1,"circl",350
"375","Camera",1,"circuit",141
"376","Camera",1,"circular",289
"377","Camera",1,"circumst",73
"378","Camera",1,"citi",244
"379","Camera",1,"claim",3108
"380","Camera",1,"clamp",1140
"381","Camera",1,"clariti",437
"382","Camera",1,"class",826
"383","Camera",1,"classic",90
"384","Camera",1,"clean",2816
"385","Camera",1,"cleaner",260
"386","Camera",1,"clearer",119
"387","Camera",1,"click",1938
"388","Camera",1,"client",451
"389","Camera",1,"clip",2127
"390","Camera",1,"clock",761
"391","Camera",1,"close",6306
"392","Camera",1,"closer",549
"393","Camera",1,"closeup",62
"394","Camera",1,"closur",129
"395","Camera",1,"cloth",894
"396","Camera",1,"cloud",697
"397","Camera",1,"cloudi",9
"398","Camera",1,"club",5
"399","Camera",1,"clunki",105
"400","Camera",1,"cm",100
"401","Camera",1,"cmos",147
"402","Camera",1,"coat",659
"403","Camera",1,"cobi",175
"404","Camera",1,"code",676
"405","Camera",1,"codec",75
"406","Camera",1,"cold",444
"407","Camera",1,"collaps",303
"408","Camera",1,"collar",207
"409","Camera",1,"collect",396
"410","Camera",1,"colleg",82
"411","Camera",1,"collim",16
"412","Camera",1,"color",5589
"413","Camera",1,"colour",34
"414","Camera",1,"column",128
"415","Camera",1,"combin",675
"416","Camera",1,"combo",244
"417","Camera",1,"come",1551
"418","Camera",1,"comfort",631
"419","Camera",1,"command",300
"420","Camera",1,"comment",1467
"421","Camera",1,"common",1198
"422","Camera",1,"communic",985
"423","Camera",1,"compact",1311
"424","Camera",1,"compactflash",16
"425","Camera",1,"compani",10340
"426","Camera",1,"compar",2725
"427","Camera",1,"comparison",533
"428","Camera",1,"compart",1620
"429","Camera",1,"compat",3775
"430","Camera",1,"compens",330
"431","Camera",1,"compet",169
"432","Camera",1,"competit",175
"433","Camera",1,"competitor",195
"434","Camera",1,"complain",1100
"435","Camera",1,"complaint",1374
"436","Camera",1,"complet",9262
"437","Camera",1,"complex",182
"438","Camera",1,"complic",624
"439","Camera",1,"compliment",53
"440","Camera",1,"compon",606
"441","Camera",1,"compos",78
"442","Camera",1,"composit",88
"443","Camera",1,"compress",325
"444","Camera",1,"compromis",165
"445","Camera",1,"comput",8883
"446","Camera",1,"con",1122
"447","Camera",1,"concept",697
"448","Camera",1,"concern",927
"449","Camera",1,"concert",159
"450","Camera",1,"conclus",507
"451","Camera",1,"condit",2116
"452","Camera",1,"confid",464
"453","Camera",1,"configur",1397
"454","Camera",1,"confirm",999
"455","Camera",1,"confus",882
"456","Camera",1,"connect",10761
"457","Camera",1,"connector",1522
"458","Camera",1,"conserv",5
"459","Camera",1,"consid",355
"460","Camera",1,"consider",360
"461","Camera",1,"consist",943
"462","Camera",1,"constant",1956
"463","Camera",1,"construct",1625
"464","Camera",1,"consum",1489
"465","Camera",1,"consumpt",13
"466","Camera",1,"contact",9073
"467","Camera",1,"contain",266
"468","Camera",1,"content",415
"469","Camera",1,"continu",2517
"470","Camera",1,"contour",273
"471","Camera",1,"contrast",643
"472","Camera",1,"control",5538
"473","Camera",1,"conveni",584
"474","Camera",1,"convent",5
"475","Camera",1,"convers",368
"476","Camera",1,"convert",897
"477","Camera",1,"convinc",269
"478","Camera",1,"cool",1442
"479","Camera",1,"coolpix",1330
"480","Camera",1,"copi",1636
"481","Camera",1,"copter",100
"482","Camera",1,"cord",3201
"483","Camera",1,"corner",1112
"484","Camera",1,"correct",5142
"485","Camera",1,"cost",8154
"486","Camera",1,"costco",96
"487","Camera",1,"count",613
"488","Camera",1,"counter",214
"489","Camera",1,"countri",559
"490","Camera",1,"coupl",4921
"491","Camera",1,"cover",5664
"492","Camera",1,"coverag",329
"493","Camera",1,"cowboy",323
"494","Camera",1,"cpl",61
"495","Camera",1,"cr",6
"496","Camera",1,"crack",1469
"497","Camera",1,"cradl",17
"498","Camera",1,"crap",3702
"499","Camera",1,"crappi",979
"500","Camera",1,"crash",1299
"501","Camera",1,"crazi",642
"502","Camera",1,"creat",1513
"503","Camera",1,"creativ",240
"504","Camera",1,"credit",1475
"505","Camera",1,"creep",11
"506","Camera",1,"crisp",446
"507","Camera",1,"critic",360
"508","Camera",1,"crop",456
"509","Camera",1,"cross",454
"510","Camera",1,"crowd",49
"511","Camera",1,"cruis",370
"512","Camera",1,"crystal",153
"513","Camera",1,"cs",23
"514","Camera",1,"cube",92
"515","Camera",1,"cumbersom",291
"516","Camera",1,"cup",446
"517","Camera",1,"current",864
"518","Camera",1,"curv",182
"519","Camera",1,"cushion",116
"520","Camera",1,"custom",13324
"521","Camera",1,"customiz",3
"522","Camera",1,"cut",1992
"523","Camera",1,"cute",435
"524","Camera",1,"cutout",7
"525","Camera",1,"cx",73
"526","Camera",1,"cyber",105
"527","Camera",1,"cybershot",418
"528","Camera",1,"cycl",766
"529","Camera",1,"d",30
"530","Camera",1,"da",5
"531","Camera",1,"dad",223
"532","Camera",1,"daili",330
"533","Camera",1,"damag",4200
"534","Camera",1,"dark",2562
"535","Camera",1,"darker",229
"536","Camera",1,"darn",276
"537","Camera",1,"dash",166
"538","Camera",1,"data",895
"539","Camera",1,"date",2308
"540","Camera",1,"daughter",2281
"541","Camera",1,"day",22325
"542","Camera",1,"daylight",655
"543","Camera",1,"daytim",233
"544","Camera",1,"dc",512
"545","Camera",1,"dcr",116
"546","Camera",1,"de",518
"547","Camera",1,"dead",4626
"548","Camera",1,"deal",4447
"549","Camera",1,"dealer",200
"550","Camera",1,"debat",30
"551","Camera",1,"decemb",313
"552","Camera",1,"decent",2999
"553","Camera",1,"decid",4540
"554","Camera",1,"decis",555
"555","Camera",1,"decreas",8
"556","Camera",1,"dedic",253
"557","Camera",1,"deep",540
"558","Camera",1,"def",124
"559","Camera",1,"default",753
"560","Camera",1,"defect",7250
"561","Camera",1,"defin",211
"562","Camera",1,"definit",494
"563","Camera",1,"degrad",169
"564","Camera",1,"degre",927
"565","Camera",1,"delay",973
"566","Camera",1,"delet",1121
"567","Camera",1,"delic",23
"568","Camera",1,"delight",92
"569","Camera",1,"deliv",1381
"570","Camera",1,"deliveri",905
"571","Camera",1,"dell",37
"572","Camera",1,"demand",121
"573","Camera",1,"depart",654
"574","Camera",1,"depend",822
"575","Camera",1,"depress",19
"576","Camera",1,"depth",570
"577","Camera",1,"describ",504
"578","Camera",1,"descript",4555
"579","Camera",1,"deserv",552
"580","Camera",1,"design",6635
"581","Camera",1,"desir",441
"582","Camera",1,"desk",409
"583","Camera",1,"desktop",405
"584","Camera",1,"destroy",455
"585","Camera",1,"detach",360
"586","Camera",1,"detail",1779
"587","Camera",1,"detect",1963
"588","Camera",1,"detector",257
"589","Camera",1,"determin",636
"590","Camera",1,"develop",1289
"591","Camera",1,"devic",8077
"592","Camera",1,"dial",626
"593","Camera",1,"diamet",391
"594","Camera",1,"didnt",1326
"595","Camera",1,"die",4357
"596","Camera",1,"differ",1784
"597","Camera",1,"difficult",3592
"598","Camera",1,"difficulti",383
"599","Camera",1,"diffus",769
"600","Camera",1,"dig",80
"601","Camera",1,"digi",14
"602","Camera",1,"digicam",44
"603","Camera",1,"digit",8261
"604","Camera",1,"dim",489
"605","Camera",1,"dimag",51
"606","Camera",1,"dimens",439
"607","Camera",1,"direct",5170
"608","Camera",1,"dirt",366
"609","Camera",1,"dirti",507
"610","Camera",1,"disabl",509
"611","Camera",1,"disadvantag",4
"612","Camera",1,"disapoint",22
"613","Camera",1,"disappear",47
"614","Camera",1,"disappoint",14907
"615","Camera",1,"disc",814
"616","Camera",1,"discharg",331
"617","Camera",1,"disconnect",998
"618","Camera",1,"discontinu",133
"619","Camera",1,"discount",467
"620","Camera",1,"discov",1403
"621","Camera",1,"discuss",101
"622","Camera",1,"dish",83
"623","Camera",1,"disk",876
"624","Camera",1,"dislik",96
"625","Camera",1,"disney",85
"626","Camera",1,"display",4333
"627","Camera",1,"dispos",706
"628","Camera",1,"dissapoint",360
"629","Camera",1,"distanc",1060
"630","Camera",1,"distant",15
"631","Camera",1,"distort",1171
"632","Camera",1,"distract",16
"633","Camera",1,"distribut",41
"634","Camera",1,"dive",1185
"635","Camera",1,"divid",233
"636","Camera",1,"dji",961
"637","Camera",1,"dlink",385
"638","Camera",1,"dmc",838
"639","Camera",1,"dock",436
"640","Camera",1,"document",1123
"641","Camera",1,"doesn’t",34
"642","Camera",1,"doesnt",1181
"643","Camera",1,"dof",10
"644","Camera",1,"dog",536
"645","Camera",1,"dolica",6
"646","Camera",1,"dollar",2893
"647","Camera",1,"dolli",17
"648","Camera",1,"dome",227
"649","Camera",1,"don’t",117
"650","Camera",1,"dont",3041
"651","Camera",1,"door",3000
"652","Camera",1,"dot",414
"653","Camera",1,"doubl",1018
"654","Camera",1,"doubt",920
"655","Camera",1,"download",4079
"656","Camera",1,"downsid",89
"657","Camera",1,"dozen",732
"658","Camera",1,"dp",98
"659","Camera",1,"drag",213
"660","Camera",1,"drain",1214
"661","Camera",1,"dramat",20
"662","Camera",1,"draw",344
"663","Camera",1,"drawback",147
"664","Camera",1,"dread",34
"665","Camera",1,"dream",160
"666","Camera",1,"dri",971
"667","Camera",1,"drill",242
"668","Camera",1,"drive",2883
"669","Camera",1,"driver",1444
"670","Camera",1,"driveway",163
"671","Camera",1,"drone",908
"672","Camera",1,"drop",4230
"673","Camera",1,"dropcam",1196
"674","Camera",1,"ds",347
"675","Camera",1,"dsc",985
"676","Camera",1,"dslr",2095
"677","Camera",1,"dslrs",182
"678","Camera",1,"dual",291
"679","Camera",1,"due",3354
"680","Camera",1,"dummi",30
"681","Camera",1,"duo",22
"682","Camera",1,"durabl",798
"683","Camera",1,"duracel",23
"684","Camera",1,"dust",1438
"685","Camera",1,"duti",368
"686","Camera",1,"dv",259
"687","Camera",1,"dvd",1130
"688","Camera",1,"dvds",58
"689","Camera",1,"dvr",2440
"690","Camera",1,"dx",495
"691","Camera",1,"dynam",143
"692","Camera",1,"e.g",197
"693","Camera",1,"earlier",588
"694","Camera",1,"eas",479
"695","Camera",1,"easi",5950
"696","Camera",1,"easier",727
"697","Camera",1,"easiest",33
"698","Camera",1,"easili",3125
"699","Camera",1,"easyshar",430
"700","Camera",1,"eat",642
"701","Camera",1,"ebay",821
"702","Camera",1,"ed",58
"703","Camera",1,"edg",1425
"704","Camera",1,"edit",2055
"705","Camera",1,"editor",30
"706","Camera",1,"ef",544
"707","Camera",1,"effect",1563
"708","Camera",1,"effici",123
"709","Camera",1,"effort",1044
"710","Camera",1,"eject",73
"711","Camera",1,"el",589
"712","Camera",1,"elan",10
"713","Camera",1,"elast",189
"714","Camera",1,"electr",788
"715","Camera",1,"electron",2139
"716","Camera",1,"element",368
"717","Camera",1,"elimin",239
"718","Camera",1,"elph",415
"719","Camera",1,"elura",48
"720","Camera",1,"em",100
"721","Camera",1,"email",7231
"722","Camera",1,"emerg",19
"723","Camera",1,"empti",502
"724","Camera",1,"en",666
"725","Camera",1,"enabl",409
"726","Camera",1,"encount",387
"727","Camera",1,"energ",42
"728","Camera",1,"engag",77
"729","Camera",1,"engin",1126
"730","Camera",1,"english",1390
"731","Camera",1,"enhanc",147
"732","Camera",1,"enjoy",758
"733","Camera",1,"enlarg",84
"734","Camera",1,"ensur",362
"735","Camera",1,"enter",758
"736","Camera",1,"enthusiast",91
"737","Camera",1,"entir",1837
"738","Camera",1,"entri",291
"739","Camera",1,"environ",446
"740","Camera",1,"eo",892
"741","Camera",1,"epson",37
"742","Camera",1,"equal",355
"743","Camera",1,"equip",2308
"744","Camera",1,"equival",340
"745","Camera",1,"eras",32
"746","Camera",1,"ergonom",163
"747","Camera",1,"error",5183
"748","Camera",1,"es",152
"749","Camera",1,"essenti",609
"750","Camera",1,"estim",441
"751","Camera",1,"ethernet",623
"752","Camera",1,"etx",5
"753","Camera",1,"europ",298
"754","Camera",1,"european",18
"755","Camera",1,"ev",1
"756","Camera",1,"evalu",105
"757","Camera",1,"even",234
"758","Camera",1,"event",1571
"759","Camera",1,"eventu",1303
"760","Camera",1,"everyday",229
"761","Camera",1,"everytim",81
"762","Camera",1,"evf",77
"763","Camera",1,"evid",241
"764","Camera",1,"exact",1373
"765","Camera",1,"exceed",232
"766","Camera",1,"excel",1646
"767","Camera",1,"excelent",6
"768","Camera",1,"except",444
"769","Camera",1,"excess",241
"770","Camera",1,"exchang",1948
"771","Camera",1,"excit",2455
"772","Camera",1,"exclus",3
"773","Camera",1,"exii",17
"774","Camera",1,"exilim",45
"775","Camera",1,"exist",1412
"776","Camera",1,"expand",213
"777","Camera",1,"expect",8515
"778","Camera",1,"expens",5343
"779","Camera",1,"experi",4845
"780","Camera",1,"experienc",1051
"781","Camera",1,"expert",318
"782","Camera",1,"expir",1106
"783","Camera",1,"explain",1415
"784","Camera",1,"explor",418
"785","Camera",1,"export",20
"786","Camera",1,"expos",858
"787","Camera",1,"exposur",1213
"788","Camera",1,"express",108
"789","Camera",1,"exr",30
"790","Camera",1,"extend",2191
"791","Camera",1,"extens",1207
"792","Camera",1,"exterior",167
"793","Camera",1,"extern",1055
"794","Camera",1,"extra",4123
"795","Camera",1,"extrem",4187
"796","Camera",1,"eye",2114
"797","Camera",1,"eyecup",49
"798","Camera",1,"eyeglass",5
"799","Camera",1,"eyepiec",613
"800","Camera",1,"fabric",500
"801","Camera",1,"fabul",96
"802","Camera",1,"face",320
"803","Camera",1,"facebook",269
"804","Camera",1,"factor",397
"805","Camera",1,"factori",1424
"806","Camera",1,"fade",52
"807","Camera",1,"fail",6469
"808","Camera",1,"failur",1315
"809","Camera",1,"fair",1863
"810","Camera",1,"fake",1200
"811","Camera",1,"fall",3718
"812","Camera",1,"fals",1321
"813","Camera",1,"famili",1683
"814","Camera",1,"familiar",257
"815","Camera",1,"fan",689
"816","Camera",1,"fanci",194
"817","Camera",1,"fantast",497
"818","Camera",1,"fashion",258
"819","Camera",1,"fast",2157
"820","Camera",1,"fasten",248
"821","Camera",1,"faster",513
"822","Camera",1,"fastest",2
"823","Camera",1,"father",182
"824","Camera",1,"fault",1456
"825","Camera",1,"faulti",857
"826","Camera",1,"favor",975
"827","Camera",1,"favorit",226
"828","Camera",1,"fd",12
"829","Camera",1,"fe",31
"830","Camera",1,"fear",275
"831","Camera",1,"featur",6406
"832","Camera",1,"fee",1307
"833","Camera",1,"feed",688
"834","Camera",1,"feedback",588
"835","Camera",1,"feel",5468
"836","Camera",1,"feet",3224
"837","Camera",1,"fell",2756
"838","Camera",1,"femal",92
"839","Camera",1,"fenc",8
"840","Camera",1,"fh",85
"841","Camera",1,"fi",686
"842","Camera",1,"fiber",215
"843","Camera",1,"fiddl",265
"844","Camera",1,"field",1182
"845","Camera",1,"figur",4732
"846","Camera",1,"file",4035
"847","Camera",1,"fill",1164
"848","Camera",1,"film",5020
"849","Camera",1,"filter",7328
"850","Camera",1,"final",5995
"851","Camera",1,"find",648
"852","Camera",1,"finder",594
"853","Camera",1,"fine",8587
"854","Camera",1,"finepix",307
"855","Camera",1,"finger",1078
"856","Camera",1,"fingerprint",217
"857","Camera",1,"finish",862
"858","Camera",1,"fire",2065
"859","Camera",1,"firewir",88
"860","Camera",1,"firework",32
"861","Camera",1,"firm",344
"862","Camera",1,"firmwar",3317
"863","Camera",1,"fish",485
"864","Camera",1,"fishey",329
"865","Camera",1,"fit",18933
"866","Camera",1,"fiw",291
"867","Camera",1,"fix",7941
"868","Camera",1,"fl",20
"869","Camera",1,"flap",347
"870","Camera",1,"flare",236
"871","Camera",1,"flash",15163
"872","Camera",1,"flashlight",307
"873","Camera",1,"flat",1045
"874","Camera",1,"flaw",1667
"875","Camera",1,"flawless",363
"876","Camera",1,"flew",146
"877","Camera",1,"flex",190
"878","Camera",1,"flexibl",391
"879","Camera",1,"fli",1249
"880","Camera",1,"flicker",77
"881","Camera",1,"flickr",68
"882","Camera",1,"flight",595
"883","Camera",1,"flimsi",2278
"884","Camera",1,"flip",2696
"885","Camera",1,"flir",40
"886","Camera",1,"float",466
"887","Camera",1,"floati",39
"888","Camera",1,"floor",728
"889","Camera",1,"floppi",12
"890","Camera",1,"flower",189
"891","Camera",1,"fluid",287
"892","Camera",1,"foam",480
