"","product_category","star_rating","word.stem","frequency"
"205","Electronics",1,"benefit",608
"206","Electronics",1,"bent",1187
"207","Electronics",1,"bet",440
"208","Electronics",1,"bewar",5018
"209","Electronics",1,"bic",24
"210","Electronics",1,"bigger",1210
"211","Electronics",1,"biggest",1440
"212","Electronics",1,"bike",607
"213","Electronics",1,"bill",726
"214","Electronics",1,"binder",27
"215","Electronics",1,"birthday",1514
"216","Electronics",1,"bit",7301
"217","Electronics",1,"bitrat",33
"218","Electronics",1,"black",6162
"219","Electronics",1,"blackberri",253
"220","Electronics",1,"blah",6
"221","Electronics",1,"blame",806
"222","Electronics",1,"blank",1814
"223","Electronics",1,"blast",651
"224","Electronics",1,"blaster",63
"225","Electronics",1,"blend",76
"226","Electronics",1,"blew",2478
"227","Electronics",1,"blink",1355
"228","Electronics",1,"block",1830
"229","Electronics",1,"blow",1469
"230","Electronics",1,"blown",1061
"231","Electronics",1,"blu",2660
"232","Electronics",1,"blue",5006
"233","Electronics",1,"bluedio",35
"234","Electronics",1,"bluerigg",163
"235","Electronics",1,"bluetooth",8581
"236","Electronics",1,"bluray",709
"237","Electronics",1,"board",2498
"238","Electronics",1,"boat",251
"239","Electronics",1,"bodi",828
"240","Electronics",1,"bolt",1103
"241","Electronics",1,"bonus",219
"242","Electronics",1,"book",3615
"243","Electronics",1,"booklet",21
"244","Electronics",1,"bookmark",75
"245","Electronics",1,"bookshelf",252
"246","Electronics",1,"boom",945
"247","Electronics",1,"boombox",821
"248","Electronics",1,"boomi",131
"249","Electronics",1,"boost",887
"250","Electronics",1,"booster",543
"251","Electronics",1,"boot",951
"252","Electronics",1,"bore",22
"253","Electronics",1,"bose",7925
"254","Electronics",1,"boston",199
"255","Electronics",1,"bother",3904
"256","Electronics",1,"bottl",14
"257","Electronics",1,"bottom",4315
"258","Electronics",1,"bought",60147
"259","Electronics",1,"bounc",441
"260","Electronics",1,"box",25217
"261","Electronics",1,"boy",999
"262","Electronics",1,"boyfriend",168
"263","Electronics",1,"br",231293
"264","Electronics",1,"bracket",2209
"265","Electronics",1,"braid",177
"266","Electronics",1,"brainer",58
"267","Electronics",1,"brainwavz",13
"268","Electronics",1,"brand",16936
"269","Electronics",1,"braven",7
"270","Electronics",1,"bravia",106
"271","Electronics",1,"break",8301
"272","Electronics",1,"breaker",589
"273","Electronics",1,"breath",130
"274","Electronics",1,"breez",212
"275","Electronics",1,"brick",931
"276","Electronics",1,"bridg",270
"277","Electronics",1,"bright",3221
"278","Electronics",1,"brighter",205
"279","Electronics",1,"brilliant",125
"280","Electronics",1,"bring",1791
"281","Electronics",1,"broadcast",1167
"282","Electronics",1,"broke",19183
"283","Electronics",1,"broken",10563
"284","Electronics",1,"brother",859
"285","Electronics",1,"brought",1593
"286","Electronics",1,"brows",250
"287","Electronics",1,"browser",134
"288","Electronics",1,"brush",356
"289","Electronics",1,"bt",495
"290","Electronics",1,"btw",728
"291","Electronics",1,"bubbl",485
"292","Electronics",1,"buck",4668
"293","Electronics",1,"bud",10977
"294","Electronics",1,"budget",416
"295","Electronics",1,"buen",1
"296","Electronics",1,"buena",3
"297","Electronics",1,"buffer",22
"298","Electronics",1,"bug",829
"299","Electronics",1,"buggi",125
"300","Electronics",1,"build",3324
"301","Electronics",1,"built",3920
"302","Electronics",1,"bulb",9850
"303","Electronics",1,"bulk",43
"304","Electronics",1,"bulki",1115
"305","Electronics",1,"bummer",45
"306","Electronics",1,"bump",938
"307","Electronics",1,"bunch",1265
"308","Electronics",1,"bundl",375
"309","Electronics",1,"burn",8519
"310","Electronics",1,"burner",1152
"311","Electronics",1,"bus",193
"312","Electronics",1,"busi",3506
"313","Electronics",1,"button",20955
"314","Electronics",1,"buy",76001
"315","Electronics",1,"buyer",4359
"316","Electronics",1,"buzz",2308
"317","Electronics",1,"buzzer",132
"318","Electronics",1,"cabinet",975
"319","Electronics",1,"cabl",61926
"320","Electronics",1,"calendar",19
"321","Electronics",1,"cali",45
"322","Electronics",1,"calibr",518
"323","Electronics",1,"calidad",3
"324","Electronics",1,"call",19938
"325","Electronics",1,"caller",19
"326","Electronics",1,"cambridg",16
"327","Electronics",1,"camcord",298
"328","Electronics",1,"camera",4605
"329","Electronics",1,"camp",277
"330","Electronics",1,"camper",58
"331","Electronics",1,"can",548
"332","Electronics",1,"canal",1032
"333","Electronics",1,"cancel",5299
"334","Electronics",1,"candi",702
"335","Electronics",1,"canon",343
"336","Electronics",1,"cap",780
"337","Electronics",1,"capabl",1894
"338","Electronics",1,"capac",1492
"339","Electronics",1,"captur",745
"340","Electronics",1,"car",5208
"341","Electronics",1,"carbon",192
"342","Electronics",1,"card",5815
"343","Electronics",1,"cardboard",440
"344","Electronics",1,"care",8292
"345","Electronics",1,"carpet",97
"346","Electronics",1,"carri",2651
"347","Electronics",1,"cart",17
"348","Electronics",1,"cartridg",1008
"349","Electronics",1,"case",1016
"350","Electronics",1,"cash",423
"351","Electronics",1,"cassett",2253
"352","Electronics",1,"casual",206
"353","Electronics",1,"cat",940
"354","Electronics",1,"catch",731
"355","Electronics",1,"categori",430
"356","Electronics",1,"caught",700
"357","Electronics",1,"caus",3494
"358","Electronics",1,"caution",61
"359","Electronics",1,"caveat",211
"360","Electronics",1,"cbs",213
"361","Electronics",1,"cd",20232
"362","Electronics",1,"cdr",106
"363","Electronics",1,"cdrs",35
"364","Electronics",1,"cdrw",28
"365","Electronics",1,"cds",4043
"366","Electronics",1,"ceil",657
"367","Electronics",1,"ceiva",19
"368","Electronics",1,"cell",2572
"369","Electronics",1,"cellphon",101
"370","Electronics",1,"cent",651
"371","Electronics",1,"center",4271
"372","Electronics",1,"central",39
"373","Electronics",1,"certifi",30
"374","Electronics",1,"cf",26
"375","Electronics",1,"chain",164
"376","Electronics",1,"chair",279
"377","Electronics",1,"challeng",391
"378","Electronics",1,"champ",22
"379","Electronics",1,"chanc",3736
"380","Electronics",1,"chang",10650
"381","Electronics",1,"changer",409
"382","Electronics",1,"channel",14763
"383","Electronics",1,"charact",67
"384","Electronics",1,"charg",39753
"385","Electronics",1,"charger",12891
"386","Electronics",1,"charm",402
"387","Electronics",1,"cheap",25218
"388","Electronics",1,"cheaper",3967
"389","Electronics",1,"cheapest",932
"390","Electronics",1,"cheapli",3816
"391","Electronics",1,"check",7979
"392","Electronics",1,"cheetah",270
"393","Electronics",1,"chew",146
"394","Electronics",1,"child",834
"395","Electronics",1,"children",642
"396","Electronics",1,"china",3428
"397","Electronics",1,"chines",1864
"398","Electronics",1,"chip",860
"399","Electronics",1,"choic",2239
"400","Electronics",1,"choos",1583
"401","Electronics",1,"chord",556
"402","Electronics",1,"chose",1003
"403","Electronics",1,"christma",6314
"404","Electronics",1,"chromecast",391
"405","Electronics",1,"church",53
"406","Electronics",1,"cigarett",14
"407","Electronics",1,"circuit",1724
"408","Electronics",1,"citi",1204
"409","Electronics",1,"claim",4971
"410","Electronics",1,"clamp",309
"411","Electronics",1,"clariti",787
"412","Electronics",1,"class",809
"413","Electronics",1,"classic",1354
"414","Electronics",1,"clean",3454
"415","Electronics",1,"cleaner",967
"416","Electronics",1,"clearer",281
"417","Electronics",1,"click",3126
"418","Electronics",1,"client",19
"419","Electronics",1,"clip",4889
"420","Electronics",1,"clix",38
"421","Electronics",1,"clock",13226
"422","Electronics",1,"close",6542
"423","Electronics",1,"closer",700
"424","Electronics",1,"closet",299
"425","Electronics",1,"cloth",1061
"426","Electronics",1,"club",14
"427","Electronics",1,"clumsi",24
"428","Electronics",1,"clunki",169
"429","Electronics",1,"clutter",110
"430","Electronics",1,"coaster",733
"431","Electronics",1,"coat",758
"432","Electronics",1,"coax",862
"433","Electronics",1,"coaxial",450
"434","Electronics",1,"cobi",1669
"435","Electronics",1,"code",2415
"436","Electronics",1,"codec",22
"437","Electronics",1,"coffe",133
"438","Electronics",1,"coil",369
"439","Electronics",1,"cold",258
"440","Electronics",1,"collect",1230
"441","Electronics",1,"colleg",327
"442","Electronics",1,"color",5283
"443","Electronics",1,"combin",1335
"444","Electronics",1,"combo",450
"445","Electronics",1,"comcast",588
"446","Electronics",1,"come",4326
"447","Electronics",1,"comfi",94
"448","Electronics",1,"comfort",5802
"449","Electronics",1,"command",970
"450","Electronics",1,"comment",2325
"451","Electronics",1,"commerci",457
"452","Electronics",1,"common",1774
"453","Electronics",1,"communic",1004
"454","Electronics",1,"commut",347
"455","Electronics",1,"compact",880
"456","Electronics",1,"compani",17802
"457","Electronics",1,"companion",26
"458","Electronics",1,"compar",4865
"459","Electronics",1,"comparison",1054
"460","Electronics",1,"compart",724
"461","Electronics",1,"compat",5104
"462","Electronics",1,"compens",24
"463","Electronics",1,"compet",346
"464","Electronics",1,"competit",298
"465","Electronics",1,"competitor",234
"466","Electronics",1,"complain",1986
"467","Electronics",1,"complaint",2454
"468","Electronics",1,"complet",17883
"469","Electronics",1,"complex",272
"470","Electronics",1,"compli",159
"471","Electronics",1,"complic",1024
"472","Electronics",1,"compliment",70
"473","Electronics",1,"compon",4437
"474","Electronics",1,"composit",719
"475","Electronics",1,"compress",432
"476","Electronics",1,"compromis",138
"477","Electronics",1,"comput",19222
"478","Electronics",1,"con",1991
"479","Electronics",1,"concept",1168
"480","Electronics",1,"concern",1460
"481","Electronics",1,"concert",107
"482","Electronics",1,"conclus",878
"483","Electronics",1,"condit",1952
"484","Electronics",1,"cone",31
"485","Electronics",1,"confer",60
"486","Electronics",1,"confid",637
"487","Electronics",1,"configur",1637
"488","Electronics",1,"confirm",1438
"489","Electronics",1,"confus",1495
"490","Electronics",1,"connect",35720
"491","Electronics",1,"connector",7669
"492","Electronics",1,"consid",678
"493","Electronics",1,"consider",668
"494","Electronics",1,"consist",1738
"495","Electronics",1,"consol",665
"496","Electronics",1,"constant",5860
"497","Electronics",1,"construct",3001
"498","Electronics",1,"consum",2329
"499","Electronics",1,"contact",13672
"500","Electronics",1,"contain",519
"501","Electronics",1,"content",1033
"502","Electronics",1,"continu",4444
"503","Electronics",1,"contract",95
"504","Electronics",1,"contrari",22
"505","Electronics",1,"contrast",248
"506","Electronics",1,"control",16624
"507","Electronics",1,"conveni",1136
"508","Electronics",1,"convent",8
"509","Electronics",1,"convers",1145
"510","Electronics",1,"convert",6354
"511","Electronics",1,"convinc",587
"512","Electronics",1,"cook",53
"513","Electronics",1,"cool",3093
"514","Electronics",1,"coolest",7
"515","Electronics",1,"copi",2117
"516","Electronics",1,"copper",762
"517","Electronics",1,"cord",18700
"518","Electronics",1,"cordless",122
"519","Electronics",1,"core",37
"520","Electronics",1,"corner",992
"521","Electronics",1,"correct",7798
"522","Electronics",1,"corrupt",89
"523","Electronics",1,"cost",14143
"524","Electronics",1,"couch",253
"525","Electronics",1,"couldnt",39
"526","Electronics",1,"count",938
"527","Electronics",1,"counter",517
"528","Electronics",1,"countri",1175
"529","Electronics",1,"coupl",10097
"530","Electronics",1,"cover",7300
"531","Electronics",1,"cowon",285
"532","Electronics",1,"crack",2952
"533","Electronics",1,"crackl",1537
"534","Electronics",1,"cradl",462
"535","Electronics",1,"crank",1100
"536","Electronics",1,"crap",8277
"537","Electronics",1,"crappi",1895
"538","Electronics",1,"crash",1397
"539","Electronics",1,"crazi",1254
"540","Electronics",1,"creat",2668
"541","Electronics",1,"creativ",3421
"542","Electronics",1,"credit",2755
"543","Electronics",1,"crisp",555
"544","Electronics",1,"critic",526
"545","Electronics",1,"cross",857
"546","Electronics",1,"crossov",106
"547","Electronics",1,"crowd",12
"548","Electronics",1,"crystal",381
"549","Electronics",1,"cs",77
"550","Electronics",1,"cube",187
"551","Electronics",1,"cumbersom",274
"552","Electronics",1,"cup",1241
"553","Electronics",1,"current",1948
"554","Electronics",1,"curv",359
"555","Electronics",1,"cushion",883
"556","Electronics",1,"custom",20501
"557","Electronics",1,"customiz",19
"558","Electronics",1,"cut",7776
"559","Electronics",1,"cute",1166
"560","Electronics",1,"cuz",16
"561","Electronics",1,"cw",9
"562","Electronics",1,"cx",256
"563","Electronics",1,"cyberpow",89
"564","Electronics",1,"cycl",1626
"565","Electronics",1,"dac",338
"566","Electronics",1,"dad",468
"567","Electronics",1,"daili",1065
"568","Electronics",1,"damag",6068
"569","Electronics",1,"damn",912
"570","Electronics",1,"danc",293
"571","Electronics",1,"dark",1629
"572","Electronics",1,"darn",585
"573","Electronics",1,"dash",88
"574","Electronics",1,"data",1965
"575","Electronics",1,"databas",148
"576","Electronics",1,"date",3044
"577","Electronics",1,"daughter",3967
"578","Electronics",1,"day",44499
"579","Electronics",1,"db",722
"580","Electronics",1,"dc",999
"581","Electronics",1,"de",480
"582","Electronics",1,"dead",7552
"583","Electronics",1,"deal",7306
"584","Electronics",1,"dealer",492
"585","Electronics",1,"debut",157
"586","Electronics",1,"decemb",694
"587","Electronics",1,"decent",5047
"588","Electronics",1,"decid",8365
"589","Electronics",1,"decis",787
"590","Electronics",1,"deck",734
"591","Electronics",1,"decod",123
"592","Electronics",1,"decreas",87
"593","Electronics",1,"dedic",349
"594","Electronics",1,"deep",1051
"595","Electronics",1,"deeper",173
"596","Electronics",1,"def",295
"597","Electronics",1,"default",787
"598","Electronics",1,"defect",14196
"599","Electronics",1,"defin",398
"600","Electronics",1,"definet",8
"601","Electronics",1,"definit",739
"602","Electronics",1,"degrad",604
"603","Electronics",1,"degre",1301
"604","Electronics",1,"delay",972
"605","Electronics",1,"delet",983
"606","Electronics",1,"delic",36
"607","Electronics",1,"delight",136
"608","Electronics",1,"deliv",2934
"609","Electronics",1,"deliveri",1488
"610","Electronics",1,"dell",1447
"611","Electronics",1,"demand",423
"612","Electronics",1,"demo",16
"613","Electronics",1,"denon",2116
"614","Electronics",1,"depart",1110
"615","Electronics",1,"depend",1488
"616","Electronics",1,"depth",438
"617","Electronics",1,"describ",843
"618","Electronics",1,"descript",6645
"619","Electronics",1,"deserv",958
"620","Electronics",1,"design",14269
"621","Electronics",1,"desir",847
"622","Electronics",1,"desk",1665
"623","Electronics",1,"desktop",1042
"624","Electronics",1,"destroy",1188
"625","Electronics",1,"detach",455
"626","Electronics",1,"detail",1737
"627","Electronics",1,"detect",1397
"628","Electronics",1,"determin",1053
"629","Electronics",1,"develop",1240
"630","Electronics",1,"devic",35768
"631","Electronics",1,"dial",1444
"632","Electronics",1,"dialogu",63
"633","Electronics",1,"diamet",383
"634","Electronics",1,"diamond",61
"635","Electronics",1,"didn’t",6
"636","Electronics",1,"didnt",3416
"637","Electronics",1,"die",10395
"638","Electronics",1,"differ",3891
"639","Electronics",1,"difficult",5296
"640","Electronics",1,"difficulti",587
"641","Electronics",1,"dig",60
"642","Electronics",1,"digit",6881
"643","Electronics",1,"dim",1319
"644","Electronics",1,"dimens",403
"645","Electronics",1,"direct",10251
"646","Electronics",1,"directori",104
"647","Electronics",1,"directv",844
"648","Electronics",1,"dirt",9
"649","Electronics",1,"dirti",379
"650","Electronics",1,"disabl",654
"651","Electronics",1,"disapoint",37
"652","Electronics",1,"disappear",727
"653","Electronics",1,"disappoint",27187
"654","Electronics",1,"disc",10091
"655","Electronics",1,"discharg",845
"656","Electronics",1,"discman",73
"657","Electronics",1,"discomfort",212
"658","Electronics",1,"disconnect",2913
"659","Electronics",1,"discontinu",1194
"660","Electronics",1,"discount",923
"661","Electronics",1,"discov",2191
"662","Electronics",1,"discuss",102
"663","Electronics",1,"dish",1162
"664","Electronics",1,"disk",4607
"665","Electronics",1,"dislik",151
"666","Electronics",1,"display",9506
"667","Electronics",1,"displayport",68
"668","Electronics",1,"dispos",120
"669","Electronics",1,"dissapoint",836
"670","Electronics",1,"distanc",1271
"671","Electronics",1,"distant",15
"672","Electronics",1,"distinct",76
"673","Electronics",1,"distort",3564
"674","Electronics",1,"distract",451
"675","Electronics",1,"disturb",408
"676","Electronics",1,"divx",31
"677","Electronics",1,"dj",388
"678","Electronics",1,"dl",190
"679","Electronics",1,"dlp",286
"680","Electronics",1,"doa",241
"681","Electronics",1,"dock",4814
"682","Electronics",1,"document",1179
"683","Electronics",1,"doesnt",2448
"684","Electronics",1,"dog",605
"685","Electronics",1,"dolbi",358
"686","Electronics",1,"dollar",6577
"687","Electronics",1,"don’t",159
"688","Electronics",1,"dongl",265
"689","Electronics",1,"dont",6659
"690","Electronics",1,"door",1876
"691","Electronics",1,"dot",55
"692","Electronics",1,"doubl",1705
"693","Electronics",1,"doubt",1768
"694","Electronics",1,"download",5382
"695","Electronics",1,"downsid",176
"696","Electronics",1,"dozen",1323
"697","Electronics",1,"dr",474
"698","Electronics",1,"drag",850
"699","Electronics",1,"drain",1588
"700","Electronics",1,"draw",776
"701","Electronics",1,"drawback",223
"702","Electronics",1,"drawer",756
"703","Electronics",1,"dre",713
"704","Electronics",1,"dream",348
"705","Electronics",1,"dri",876
"706","Electronics",1,"drill",658
"707","Electronics",1,"drive",6320
"708","Electronics",1,"driven",10
"709","Electronics",1,"driver",3235
"710","Electronics",1,"drm",73
"711","Electronics",1,"droid",293
"712","Electronics",1,"drop",6533
"713","Electronics",1,"drown",407
"714","Electronics",1,"drum",275
"715","Electronics",1,"dryer",118
"716","Electronics",1,"drywal",168
"717","Electronics",1,"ds",11
"718","Electronics",1,"dsp",4
"719","Electronics",1,"dt",20
"720","Electronics",1,"dts",44
"721","Electronics",1,"dtv",53
"722","Electronics",1,"dual",1301
"723","Electronics",1,"due",5481
"724","Electronics",1,"duet",33
"725","Electronics",1,"duo",23
"726","Electronics",1,"duplic",12
"727","Electronics",1,"durabl",2507
"728","Electronics",1,"dust",1036
"729","Electronics",1,"duti",513
"730","Electronics",1,"dvd",12201
"731","Electronics",1,"dvds",2281
"732","Electronics",1,"dvi",1643
"733","Electronics",1,"dvr",1381
"734","Electronics",1,"dynam",298
"735","Electronics",1,"e.g",389
"736","Electronics",1,"ear",42011
"737","Electronics",1,"earbud",14311
"738","Electronics",1,"earcup",36
"739","Electronics",1,"earlier",1047
"740","Electronics",1,"earpad",185
"741","Electronics",1,"earphon",9188
"742","Electronics",1,"earpiec",2174
"743","Electronics",1,"earplug",383
"744","Electronics",1,"eas",657
"745","Electronics",1,"easi",8605
"746","Electronics",1,"easier",1232
"747","Electronics",1,"easiest",2
"748","Electronics",1,"easili",5856
"749","Electronics",1,"eat",792
"750","Electronics",1,"eax",9
"751","Electronics",1,"ebay",841
"752","Electronics",1,"ebook",84
"753","Electronics",1,"ec",164
"754","Electronics",1,"echo",270
"755","Electronics",1,"edg",1231
"756","Electronics",1,"edit",1876
"757","Electronics",1,"effect",2293
"758","Electronics",1,"effici",298
"759","Electronics",1,"effort",1844
"760","Electronics",1,"eject",145
"761","Electronics",1,"el",298
"762","Electronics",1,"electr",2900
"763","Electronics",1,"electron",6326
"764","Electronics",1,"eleg",108
"765","Electronics",1,"element",230
"766","Electronics",1,"elimin",563
"767","Electronics",1,"elit",53
"768","Electronics",1,"em",422
"769","Electronics",1,"email",8519
"770","Electronics",1,"emerg",760
"771","Electronics",1,"emitt",16
"772","Electronics",1,"empti",97
"773","Electronics",1,"en",119
"774","Electronics",1,"enabl",588
"775","Electronics",1,"enclos",10
"776","Electronics",1,"enclosur",41
"777","Electronics",1,"encod",114
"778","Electronics",1,"encount",709
"779","Electronics",1,"eneloop",554
"780","Electronics",1,"energ",169
"781","Electronics",1,"energi",657
"782","Electronics",1,"engin",2400
"783","Electronics",1,"english",1165
"784","Electronics",1,"enhanc",437
"785","Electronics",1,"enjoy",2881
"786","Electronics",1,"ensur",563
"787","Electronics",1,"enter",1120
"788","Electronics",1,"entertain",750
"789","Electronics",1,"enthusiast",13
"790","Electronics",1,"entir",2970
"791","Electronics",1,"entri",287
"792","Electronics",1,"envelop",78
"793","Electronics",1,"environ",608
"794","Electronics",1,"episod",12
"795","Electronics",1,"epson",191
"796","Electronics",1,"eq",703
"797","Electronics",1,"equal",1409
"798","Electronics",1,"equip",4153
"799","Electronics",1,"equival",160
"800","Electronics",1,"er",73
"801","Electronics",1,"eras",147
"802","Electronics",1,"eread",58
"803","Electronics",1,"ergonom",106
"804","Electronics",1,"eri",23
"805","Electronics",1,"error",4878
"806","Electronics",1,"es",218
"807","Electronics",1,"esp",57
"808","Electronics",1,"essenti",1020
"809","Electronics",1,"estim",297
"810","Electronics",1,"ethernet",638
"811","Electronics",1,"eton",20
"812","Electronics",1,"etymot",251
"813","Electronics",1,"europ",544
"814","Electronics",1,"european",58
"815","Electronics",1,"evalu",117
"816","Electronics",1,"even",95
"817","Electronics",1,"event",607
"818","Electronics",1,"eventu",2944
"819","Electronics",1,"everyday",567
"820","Electronics",1,"everytim",261
"821","Electronics",1,"evo",26
"822","Electronics",1,"exact",2654
"823","Electronics",1,"exceed",334
"824","Electronics",1,"excel",2878
"825","Electronics",1,"excelent",6
"826","Electronics",1,"except",861
"827","Electronics",1,"excess",480
"828","Electronics",1,"exchang",3894
"829","Electronics",1,"excit",4022
"830","Electronics",1,"exclus",37
"831","Electronics",1,"execut",42
